Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA,Skill_Count,Club_Count
20.0,Female,ECE,6.48,0.0,82.4,"Literary Society, Sports Club, Coding Club","Data Science, Java, Python, Machine Learning",0,Unknown,1.0,Core Engineering,16.27,Higher Studies,7.13,5.25,7.78,5.6,4.76,6.71,7.14,7.49,4,3
23.0,Male,CIVIL,7.51,0.0,63.39,Entrepreneurship Cell,"C++, Python",1,Consulting,0.0,Unknown,0.0,Unknown,8.3,8.56,7.03,6.25,7.46,6.32,9.01,7.14,2,1
23.0,Female,CIVIL,7.11,1.0,86.15,"Robotics, Coding Club, Literary Society","Machine Learning, Data Science",0,Unknown,1.0,Consulting,8.95,Higher Studies,8.48,6.21,7.67,7.07,6.58,6.74,8.58,5.55,2,3
21.0,Female,CSE,7.49,0.0,94.13,"Coding Club, Entrepreneurship Cell, Cultural Club","SQL, C++, Web Development",0,Unknown,1.0,Software,8.58,Higher Studies,6.64,9.5,7.78,7.08,7.31,7.41,7.44,6.76,3,3
23.0,Male,IT,6.67,0.0,97.72,"Literary Society, Cultural Club, Sports Club","C++, Java, Web Development, SQL, Python",1,Software,1.0,Higher Studies,8.49,Higher Studies,6.74,6.63,8.27,6.71,4.34,7.35,6.6,6.71,5,3
22.0,Male,CIVIL,7.0,0.0,72.98,"Cultural Club, Coding Club, Literary Society","Web Development, C++, Python, SQL, Data Science",1,Hardware,0.0,Unknown,0.0,Unknown,7.86,7.15,7.09,5.95,6.77,7.97,6.22,6.97,5,3
18.0,Female,IT,7.02,1.0,60.53,"Literary Society, Robotics","Python, Web Development, Java, C++, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,8.06,6.9,6.65,6.73,7.27,5.19,8.33,7.04,5,2
20.0,Male,CIVIL,7.5,1.0,60.72,"Sports Club, Robotics, Literary Society","C++, Machine Learning, Data Science, SQL",0,Unknown,1.0,Research,18.86,Job,7.73,8.44,6.39,7.78,6.29,9.12,6.59,7.64,4,3
18.0,Female,EEE,7.45,2.0,62.54,"Cultural Club, Sports Club, Robotics","Web Development, Java, Machine Learning",1,Hardware,0.0,Unknown,0.0,Unknown,8.54,7.09,8.74,9.05,5.27,7.22,7.09,6.58,3,3
19.0,Female,CIVIL,6.99,0.0,94.96,Cultural Club,"SQL, Data Science",0,Unknown,1.0,Core Engineering,7.24,Higher Studies,6.28,6.77,8.18,7.19,6.47,7.48,5.9,7.68,2,1
21.0,Male,IT,6.69,1.0,61.47,"Robotics, Cultural Club","C++, Machine Learning, Python, Java",1,Hardware,0.0,Unknown,0.0,Unknown,7.61,7.76,6.47,6.42,6.72,4.7,5.48,8.37,4,2
23.0,Female,MECH,6.52,0.0,60.1,"Coding Club, Cultural Club, Entrepreneurship Cell","Java, Python",1,Hardware,1.0,Consulting,4.72,Research,6.47,7.66,6.79,4.98,5.41,7.72,5.36,7.75,2,3
21.0,Female,IT,6.76,0.0,82.13,Entrepreneurship Cell,"Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.55,5.55,8.03,6.67,6.17,6.38,6.77,6.99,2,1
22.0,Female,IT,7.49,1.0,85.02,Cultural Club,"Java, Web Development",1,Higher Studies,1.0,Software,11.42,Research,8.07,6.63,8.43,8.04,9.03,7.41,6.94,5.41,2,1
22.0,Male,IT,7.39,1.0,91.45,"Entrepreneurship Cell, Cultural Club","Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.55,9.01,8.77,5.97,6.29,7.07,8.4,7.06,2,2
22.0,Male,MECH,7.25,1.0,71.29,"Sports Club, Literary Society, Entrepreneurship Cell","Java, C++",0,Unknown,1.0,Research,8.07,Research,7.68,8.1,6.25,8.05,8.44,6.96,6.26,6.28,2,3
21.0,Female,CSE,6.73,3.0,72.44,Sports Club,"C++, Python",0,Unknown,1.0,Core Engineering,4.69,Startup,6.72,6.33,5.75,6.44,5.6,9.09,6.98,6.94,2,1
20.0,Female,MECH,7.48,0.0,91.76,Entrepreneurship Cell,"Java, Data Science",1,Core Engineering,1.0,Core Engineering,19.0,Startup,7.7,6.75,8.51,7.4,6.46,8.07,8.15,6.78,2,1
21.0,Male,MECH,6.85,1.0,92.75,Robotics,"Machine Learning, Web Development, Java, Data Science, Python",1,Research,0.0,Unknown,0.0,Unknown,8.57,7.34,6.22,6.38,6.75,6.41,6.01,7.15,5,1
19.0,Female,EEE,6.95,2.0,90.3,"Entrepreneurship Cell, Cultural Club","SQL, C++, Java, Python",1,Hardware,1.0,Hardware,8.02,Job,5.69,7.85,6.44,6.13,6.8,8.48,6.61,7.58,4,2
20.0,Male,ECE,6.93,1.0,85.35,"Sports Club, Entrepreneurship Cell, Coding Club","Python, SQL",1,Core Engineering,1.0,Core Engineering,7.87,Job,6.5,7.13,7.17,7.2,5.77,8.26,7.13,6.28,2,3
20.0,Female,EEE,6.93,2.0,67.47,Literary Society,"C++, Web Development, Data Science, Machine Learning",0,Unknown,1.0,Software,14.13,Research,6.52,5.69,7.59,7.57,6.38,5.9,8.56,7.25,4,1
20.0,Female,MECH,7.14,2.0,95.54,Cultural Club,"Machine Learning, Web Development, Java, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,8.4,7.37,7.04,6.66,6.92,8.15,5.86,6.72,4,1
19.0,Male,CSE,6.88,1.0,69.59,Coding Club,"Web Development, Java, Machine Learning, SQL",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.83,8.31,6.91,4.76,6.5,7.99,7.55,6.16,4,1
21.0,Male,CIVIL,6.68,0.0,90.89,Entrepreneurship Cell,"Java, Python, Web Development, Machine Learning",0,Unknown,1.0,Higher Studies,4.28,Higher Studies,7.76,6.02,7.28,7.26,6.18,6.83,5.5,6.65,4,1
18.0,Female,CSE,7.48,1.0,82.02,"Literary Society, Robotics","C++, Machine Learning, SQL",1,Consulting,1.0,Software,7.26,Research,6.69,8.36,5.26,6.95,7.93,7.63,8.02,9.02,3,2
18.0,Female,ECE,6.7,0.0,61.44,"Literary Society, Entrepreneurship Cell, Cultural Club","Web Development, Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.42,6.78,7.64,6.49,6.88,7.27,6.1,6.03,3,3
19.0,Male,ECE,6.99,1.0,89.39,"Sports Club, Robotics","Web Development, SQL",1,Core Engineering,1.0,Research,7.29,Higher Studies,6.35,7.84,7.93,5.24,7.29,6.49,8.3,6.48,2,2
19.0,Female,CIVIL,6.91,0.0,96.23,"Entrepreneurship Cell, Cultural Club","Machine Learning, Web Development, Data Science, SQL, Java",0,Unknown,1.0,Consulting,17.26,Higher Studies,8.14,7.18,4.97,5.81,6.02,6.75,9.08,7.36,5,2
18.0,Male,CIVIL,7.04,0.0,76.21,Cultural Club,"C++, Web Development, SQL",0,Unknown,1.0,Software,7.58,Research,7.53,8.62,7.02,5.54,6.31,5.22,8.29,7.76,3,1
22.0,Male,CSE,6.77,0.0,68.46,Cultural Club,"C++, Machine Learning",1,Consulting,0.0,Unknown,0.0,Unknown,5.82,8.25,7.3,5.79,8.76,6.87,5.06,6.29,2,1
21.0,Female,MECH,7.14,0.0,75.0,"Coding Club, Entrepreneurship Cell","Python, C++, SQL, Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.81,6.6,6.33,7.75,8.0,6.92,5.9,8.79,5,2
18.0,Male,IT,6.53,0.0,65.37,"Literary Society, Sports Club, Robotics","Python, Data Science, Java",0,Unknown,1.0,Core Engineering,13.96,Job,5.62,6.82,6.84,7.22,6.25,6.07,7.33,6.1,3,3
18.0,Female,EEE,6.94,1.0,78.56,"Literary Society, Sports Club, Robotics","Python, Java, Data Science, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,4.98,4.17,7.81,7.13,6.77,8.39,7.64,8.62,4,3
21.0,Female,CIVIL,7.22,0.0,91.71,Literary Society,"Python, C++",0,Unknown,0.0,Unknown,0.0,Unknown,6.82,10.0,7.3,6.25,6.57,8.15,7.11,5.56,2,1
20.0,Male,CSE,6.71,1.0,85.04,Entrepreneurship Cell,"Web Development, Java, C++",1,Research,0.0,Unknown,0.0,Unknown,5.59,7.5,5.96,8.28,6.74,7.13,7.41,5.07,3,1
22.0,Male,CIVIL,7.66,1.0,64.73,Coding Club,"Machine Learning, SQL",0,Unknown,1.0,Core Engineering,15.93,Startup,6.46,8.24,6.41,7.08,7.83,7.45,8.35,9.49,2,1
18.0,Female,IT,6.85,1.0,98.73,"Robotics, Literary Society, Entrepreneurship Cell","C++, Data Science, Machine Learning, SQL",0,Unknown,1.0,Core Engineering,10.7,Startup,7.87,5.04,7.31,6.81,7.5,6.71,7.29,6.26,4,3
22.0,Male,EEE,6.08,2.0,94.92,Literary Society,"SQL, Web Development, Python, Machine Learning, Data Science",0,Unknown,1.0,Core Engineering,7.83,Startup,6.89,6.05,4.61,6.85,6.49,5.9,6.99,4.88,5,1
21.0,Male,EEE,6.82,1.0,63.31,"Sports Club, Robotics, Entrepreneurship Cell","Java, Data Science",1,Hardware,1.0,Software,5.14,Research,7.67,8.12,5.89,5.98,7.61,7.64,5.66,6.01,2,3
21.0,Male,CSE,6.74,0.0,92.11,"Coding Club, Sports Club, Cultural Club","SQL, C++",1,Higher Studies,1.0,Consulting,16.75,Startup,5.76,7.33,6.2,7.6,7.12,6.01,6.84,7.07,2,3
19.0,Female,EEE,7.0,2.0,62.14,"Coding Club, Entrepreneurship Cell, Literary Society","SQL, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,7.14,6.95,6.86,7.04,8.02,6.81,6.43,6.72,2,3
22.0,Male,CIVIL,6.86,0.0,96.83,"Sports Club, Literary Society, Robotics","Machine Learning, SQL, Python, Java, Web Development",1,Hardware,1.0,Hardware,12.89,Job,6.77,8.44,6.11,5.48,7.44,7.62,6.41,6.65,5,3
18.0,Male,CSE,6.47,0.0,89.79,Literary Society,"Web Development, SQL, Data Science, Machine Learning, Java",0,Unknown,1.0,Software,10.01,Higher Studies,5.89,7.57,5.94,6.29,6.82,5.33,7.05,6.89,5,1
21.0,Female,MECH,6.99,1.0,78.31,Literary Society,"Data Science, Python, Java",0,Unknown,1.0,Higher Studies,6.55,Startup,5.94,8.06,7.2,6.72,6.56,7.14,7.41,6.88,3,1
18.0,Female,ECE,7.31,1.0,70.19,Robotics,"SQL, Python, Java, Data Science, Machine Learning",0,Unknown,1.0,Software,16.13,Startup,6.66,8.16,7.65,7.37,7.62,6.43,6.29,8.27,5,1
18.0,Female,MECH,6.99,0.0,82.63,"Literary Society, Robotics, Sports Club","Machine Learning, Web Development, Data Science, Python, Java",1,Research,1.0,Higher Studies,8.32,Job,6.85,7.35,6.01,6.85,6.8,7.18,7.33,7.56,5,3
21.0,Male,EEE,6.5,1.0,99.96,"Literary Society, Entrepreneurship Cell","SQL, Web Development, Python, Machine Learning",1,Higher Studies,0.0,Unknown,0.0,Unknown,7.07,5.47,6.49,7.05,7.0,5.71,5.91,7.29,4,2
18.0,Female,ECE,7.22,1.0,93.88,"Cultural Club, Sports Club, Robotics","Java, Python",0,Unknown,1.0,Higher Studies,10.29,Research,6.18,6.84,7.47,8.91,8.01,4.72,7.24,8.43,2,3
22.0,Male,ECE,7.38,0.0,93.87,"Coding Club, Cultural Club","Web Development, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,6.6,8.58,7.57,8.74,7.12,7.56,6.76,6.15,2,2
21.0,Female,EEE,7.18,1.0,65.02,"Entrepreneurship Cell, Cultural Club, Robotics","Data Science, Web Development, Machine Learning",0,Unknown,1.0,Consulting,10.11,Startup,5.56,6.56,7.31,6.79,7.2,8.23,6.48,9.34,3,3
21.0,Male,CIVIL,7.18,0.0,72.84,"Literary Society, Entrepreneurship Cell, Sports Club","C++, SQL, Data Science, Java",1,Software,1.0,Core Engineering,10.13,Startup,10.0,5.45,6.86,5.76,6.75,9.48,6.18,6.98,4,3
19.0,Male,CIVIL,6.9,1.0,91.7,"Coding Club, Literary Society, Entrepreneurship Cell","Data Science, Web Development",1,Software,0.0,Unknown,0.0,Unknown,6.57,7.59,5.4,7.46,9.02,5.64,7.19,6.34,2,3
20.0,Male,CIVIL,7.31,1.0,61.79,Literary Society,"Machine Learning, SQL",0,Unknown,1.0,Software,7.56,Startup,8.22,8.03,6.83,6.6,6.98,7.15,6.7,8.0,2,1
21.0,Female,IT,7.02,0.0,81.52,"Robotics, Entrepreneurship Cell","Python, Java, Machine Learning, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,5.93,6.22,7.69,6.77,8.59,7.5,6.51,6.99,4,2
23.0,Male,IT,6.48,0.0,71.19,"Coding Club, Sports Club, Robotics","Web Development, Python, Java, C++",0,Unknown,1.0,Higher Studies,8.64,Job,5.84,6.69,6.3,5.93,6.63,6.78,7.14,6.5,4,3
19.0,Male,CIVIL,7.38,3.0,89.21,"Literary Society, Coding Club, Entrepreneurship Cell","Data Science, C++",0,Unknown,0.0,Unknown,0.0,Unknown,8.21,8.14,6.21,6.6,6.08,7.33,8.73,7.7,2,3
21.0,Male,MECH,7.21,1.0,61.24,Entrepreneurship Cell,"C++, SQL, Python, Machine Learning, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.25,7.42,7.45,5.79,8.94,5.38,7.8,7.62,5,1
22.0,Female,ECE,6.87,0.0,65.77,"Literary Society, Entrepreneurship Cell, Cultural Club","C++, Data Science, Machine Learning, Python, Java",1,Higher Studies,1.0,Software,15.9,Higher Studies,7.08,6.54,7.52,6.18,6.47,6.35,7.86,6.99,5,3
23.0,Male,IT,7.29,0.0,62.58,"Literary Society, Robotics","Java, Data Science, Web Development, Machine Learning, C++",0,Unknown,1.0,Core Engineering,3.72,Startup,7.39,8.37,6.01,7.58,5.47,8.03,7.42,8.08,5,2
23.0,Female,CIVIL,6.94,2.0,92.0,"Cultural Club, Sports Club, Coding Club","SQL, Data Science, Python, Java",1,Higher Studies,0.0,Unknown,0.0,Unknown,5.48,6.64,7.89,7.58,7.5,7.05,7.01,6.34,4,3
21.0,Female,MECH,6.78,0.0,83.65,"Sports Club, Coding Club, Literary Society","Python, SQL, Web Development",0,Unknown,1.0,Research,6.16,Job,6.19,7.96,7.78,6.71,8.41,6.59,6.64,4.0,3,3
20.0,Male,MECH,7.62,0.0,80.9,"Entrepreneurship Cell, Cultural Club","Java, Web Development",1,Core Engineering,0.0,Unknown,0.0,Unknown,7.84,9.07,6.33,8.68,6.42,8.41,6.45,7.77,2,2
22.0,Male,IT,6.92,1.0,63.74,"Cultural Club, Literary Society, Entrepreneurship Cell","Python, C++, SQL, Web Development",0,Unknown,1.0,Software,11.23,Higher Studies,7.72,6.61,5.41,6.79,7.62,8.81,5.8,6.57,4,3
21.0,Male,CIVIL,7.08,3.0,73.41,"Literary Society, Robotics, Sports Club","Web Development, Python, Java, SQL",0,Unknown,1.0,Hardware,4.14,Research,5.87,7.62,7.63,6.2,7.9,6.37,7.25,7.82,4,3
20.0,Female,ECE,6.48,0.0,82.4,"Literary Society, Sports Club, Coding Club","Data Science, Java, Python, Machine Learning",0,Unknown,1.0,Core Engineering,16.27,Higher Studies,7.13,5.25,7.78,5.6,4.76,6.71,7.14,7.49,4,3
21.0,Male,CIVIL,6.97,1.0,89.22,Coding Club,"Web Development, Machine Learning, SQL, Java",1,Hardware,1.0,Hardware,5.3,Job,6.02,7.0,6.86,8.06,8.51,8.48,4.74,6.06,4,1
23.0,Male,ECE,7.6,1.0,75.16,Robotics,"Data Science, Web Development, C++, Python",0,Unknown,1.0,Research,18.56,Higher Studies,8.99,7.35,8.63,6.5,6.7,7.27,7.15,8.25,4,1
18.0,Male,MECH,7.13,1.0,82.59,"Sports Club, Cultural Club","SQL, C++, Machine Learning, Python, Java",1,Software,0.0,Unknown,0.0,Unknown,7.44,7.18,7.33,7.31,5.04,8.15,6.89,7.71,5,2
22.0,Female,MECH,7.36,0.0,83.22,"Entrepreneurship Cell, Cultural Club, Coding Club","Web Development, Python, Java, C++",1,Software,1.0,Consulting,17.74,Startup,7.45,6.92,4.78,8.39,8.87,8.69,6.38,7.38,4,3
22.0,Female,MECH,6.54,1.0,88.71,"Robotics, Coding Club, Literary Society","SQL, Java, Python, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.12,8.42,5.59,5.29,7.37,6.12,8.09,5.32,4,3
19.0,Male,CIVIL,7.09,2.0,70.38,"Entrepreneurship Cell, Literary Society","Java, Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.92,6.52,8.01,5.72,7.41,6.2,7.2,7.77,3,2
22.0,Female,CIVIL,6.86,0.0,96.83,"Sports Club, Literary Society, Robotics","Machine Learning, SQL, Python, Java, Web Development",1,Hardware,1.0,Hardware,12.89,Job,6.77,8.44,6.11,5.48,7.44,7.62,6.41,6.65,5,3
18.0,Male,ECE,7.01,1.0,77.85,"Sports Club, Entrepreneurship Cell, Coding Club","Data Science, Web Development, Machine Learning",0,Unknown,1.0,Software,15.36,Higher Studies,7.15,6.66,6.98,6.89,8.22,5.92,6.24,8.04,3,3
18.0,Female,EEE,6.82,2.0,80.89,"Cultural Club, Sports Club, Literary Society","Python, Data Science, Java",0,Unknown,0.0,Unknown,0.0,Unknown,8.03,7.9,5.97,5.69,6.35,6.86,6.59,7.16,3,3
21.0,Male,EEE,7.02,0.0,84.85,Coding Club,"Machine Learning, C++, Web Development, Python",1,Hardware,0.0,Unknown,0.0,Unknown,6.4,6.24,6.93,8.2,5.68,7.01,7.73,7.93,4,1
20.0,Female,MECH,7.74,3.0,86.8,Cultural Club,"C++, Python, SQL, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.22,8.95,7.69,8.29,7.8,7.93,7.04,7.01,4,1
18.0,Female,EEE,7.24,0.0,88.56,"Sports Club, Literary Society","C++, Python, SQL",1,Consulting,0.0,Unknown,0.0,Unknown,5.39,6.56,8.68,6.51,7.02,6.91,8.57,8.29,3,2
22.0,Female,MECH,7.63,1.0,89.85,"Literary Society, Entrepreneurship Cell, Cultural Club","SQL, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,9.09,6.57,6.77,7.86,6.91,7.49,8.57,7.76,2,3
20.0,Male,CSE,6.99,1.0,60.53,Robotics,"Machine Learning, Data Science, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.47,6.88,7.22,6.23,7.14,6.97,8.13,6.9,3,1
19.0,Male,MECH,6.35,1.0,98.47,"Sports Club, Literary Society, Coding Club","Data Science, C++, Web Development, Java, SQL",1,Software,1.0,Research,13.79,Higher Studies,5.9,7.73,5.64,6.81,6.86,6.47,5.05,6.37,5,3
22.0,Female,CSE,7.34,0.0,72.14,"Literary Society, Robotics, Coding Club","Machine Learning, Data Science, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.28,7.99,7.65,9.31,6.88,6.13,6.78,6.68,3,3
20.0,Male,CIVIL,6.73,0.0,60.62,Sports Club,"C++, SQL, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,5.4,5.68,6.08,8.55,8.0,6.54,7.3,6.32,3,1
21.0,Male,ECE,6.17,0.0,97.57,"Literary Society, Sports Club, Coding Club","Python, SQL, Web Development, Java, Machine Learning",0,Unknown,1.0,Software,6.17,Research,7.64,6.29,6.56,5.52,4.71,5.89,5.43,7.34,5,3
18.0,Male,IT,6.54,2.0,98.06,"Cultural Club, Entrepreneurship Cell","Machine Learning, Data Science",0,Unknown,1.0,Software,9.14,Higher Studies,6.33,6.25,7.4,6.32,6.8,6.48,7.44,5.26,2,2
22.0,Female,CSE,7.07,0.0,87.41,"Literary Society, Entrepreneurship Cell","Web Development, Machine Learning",1,Higher Studies,1.0,Consulting,4.56,Research,5.71,7.23,6.85,6.64,6.17,7.91,8.73,7.3,2,2
20.0,Female,CSE,6.5,2.0,74.98,"Robotics, Literary Society, Coding Club","SQL, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.76,8.87,6.98,6.07,5.71,6.89,5.01,5.7,2,3
18.0,Female,CIVIL,7.08,0.0,96.55,"Sports Club, Coding Club","Java, C++, Python",1,Research,1.0,Consulting,19.2,Startup,5.91,6.17,9.95,8.24,5.65,5.68,7.48,7.55,3,2
23.0,Female,CIVIL,6.96,1.0,79.86,"Cultural Club, Entrepreneurship Cell","Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,7.24,8.34,7.01,7.67,6.7,7.82,5.76,5.16,2,2
20.0,Male,CSE,6.9,0.0,81.67,"Entrepreneurship Cell, Robotics, Sports Club","Java, Data Science, Web Development, C++",1,Research,1.0,Higher Studies,9.59,Research,8.32,6.46,6.81,7.1,5.97,7.23,5.28,8.05,4,3
23.0,Female,MECH,6.89,1.0,94.94,"Robotics, Entrepreneurship Cell, Coding Club","Machine Learning, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.05,7.52,6.49,6.82,7.89,6.23,6.74,7.37,2,3
20.0,Male,EEE,6.89,1.0,82.96,Coding Club,"Web Development, Java, SQL, Data Science, C++",0,Unknown,1.0,Consulting,3.46,Research,7.56,7.26,4.73,7.03,7.18,6.84,7.71,6.82,5,1
22.0,Male,MECH,7.66,2.0,62.5,"Sports Club, Robotics, Literary Society","Machine Learning, Java, SQL, Data Science, C++",1,Research,1.0,Hardware,9.53,Job,7.17,7.44,6.43,8.99,7.58,8.3,8.07,7.33,5,3
18.0,Male,MECH,7.15,1.0,65.18,"Entrepreneurship Cell, Robotics, Sports Club","Java, Machine Learning",0,Unknown,1.0,Core Engineering,18.11,Job,7.34,6.62,6.29,6.3,9.36,7.94,6.16,7.16,2,3
19.0,Female,ECE,7.18,0.0,98.92,Literary Society,"Java, C++",1,Research,0.0,Unknown,0.0,Unknown,7.04,8.69,7.04,9.21,5.7,6.97,6.24,6.51,2,1
21.0,Male,IT,7.03,1.0,72.15,"Cultural Club, Literary Society","SQL, Java",0,Unknown,1.0,Software,12.19,Higher Studies,7.44,8.94,6.4,7.38,8.3,5.2,7.27,5.32,2,2
22.0,Female,EEE,7.16,1.0,69.23,"Cultural Club, Coding Club, Entrepreneurship Cell","Data Science, Machine Learning, Web Development, SQL",1,Core Engineering,0.0,Unknown,0.0,Unknown,7.98,6.79,6.95,7.67,5.88,7.38,7.17,7.49,4,3
22.0,Male,CIVIL,6.89,2.0,64.68,"Entrepreneurship Cell, Coding Club, Cultural Club","Web Development, Java, Python, Data Science, Machine Learning",0,Unknown,1.0,Core Engineering,16.6,Job,7.63,4.96,7.17,5.96,7.02,6.65,9.11,6.61,5,3
19.0,Female,MECH,7.11,0.0,95.62,"Sports Club, Robotics, Entrepreneurship Cell","C++, Python, SQL, Java, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,5.81,6.4,7.7,8.29,6.95,5.96,8.05,7.7,5,3
21.0,Female,MECH,7.05,3.0,60.09,"Coding Club, Sports Club, Cultural Club","C++, Data Science, Machine Learning, Web Development",0,Unknown,1.0,Core Engineering,19.73,Job,6.33,6.36,6.18,7.84,7.17,7.92,8.03,6.54,4,3
22.0,Male,CIVIL,6.16,2.0,60.33,Robotics,"Data Science, Python, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,5.12,7.62,6.36,5.81,6.38,6.82,6.4,4.79,3,1
23.0,Male,ECE,6.8,3.0,93.37,"Robotics, Sports Club, Literary Society","Web Development, Machine Learning, Data Science",1,Higher Studies,1.0,Core Engineering,3.14,Research,6.74,6.88,6.21,7.18,6.75,7.11,6.84,6.65,3,3
19.0,Female,ECE,6.96,1.0,62.45,"Robotics, Sports Club, Coding Club","Java, Machine Learning, Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.06,8.31,6.4,6.95,7.37,6.82,7.95,4.79,4,3
18.0,Male,CSE,6.8,1.0,87.1,"Cultural Club, Coding Club, Sports Club","SQL, Python, Java",0,Unknown,1.0,Higher Studies,9.34,Job,7.5,5.6,7.37,4.9,7.63,7.89,6.41,7.12,3,3
19.0,Female,CIVIL,7.71,0.0,72.0,"Coding Club, Cultural Club, Sports Club","SQL, C++, Data Science",1,Consulting,1.0,Higher Studies,6.64,Higher Studies,7.71,6.92,6.7,8.69,8.78,7.64,7.97,7.24,3,3
18.0,Male,MECH,6.94,1.0,71.84,"Sports Club, Cultural Club","Web Development, Machine Learning",0,Unknown,1.0,Consulting,14.29,Research,6.15,8.25,7.78,6.96,6.58,4.97,5.93,8.91,2,2
19.0,Male,IT,6.63,0.0,76.01,Literary Society,"Python, C++, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.52,5.17,5.44,8.86,6.27,7.2,5.51,7.09,3,1
23.0,Male,CIVIL,6.97,0.0,91.6,Coding Club,"SQL, C++, Web Development",0,Unknown,1.0,Research,13.79,Startup,6.81,7.66,7.33,5.44,8.25,8.71,6.49,5.09,3,1
21.0,Female,IT,6.76,0.0,82.13,Entrepreneurship Cell,"Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.55,5.55,8.03,6.67,6.17,6.38,6.77,6.99,2,1
18.0,Female,IT,7.02,1.0,75.09,"Sports Club, Cultural Club","Data Science, Web Development, C++",0,Unknown,1.0,Consulting,3.04,Research,7.79,6.71,6.63,6.18,6.37,6.73,8.96,6.8,3,2
21.0,Female,MECH,6.99,0.0,70.45,"Literary Society, Robotics","C++, Machine Learning, Python, Java",1,Consulting,0.0,Unknown,0.0,Unknown,8.34,5.24,6.06,7.81,7.18,7.04,8.26,5.99,4,2
20.0,Female,MECH,7.08,0.0,73.64,"Coding Club, Entrepreneurship Cell, Literary Society","Data Science, Python, Machine Learning, Web Development",1,Hardware,1.0,Core Engineering,9.94,Startup,6.57,7.23,6.07,8.29,6.37,8.13,6.77,7.2,4,3
20.0,Male,MECH,7.62,1.0,72.19,"Literary Society, Coding Club","Web Development, C++, Python, Java, Data Science",1,Research,0.0,Unknown,0.0,Unknown,8.87,8.6,9.28,6.3,7.04,7.38,6.34,7.13,5,2
18.0,Female,IT,7.06,1.0,87.66,"Literary Society, Sports Club, Cultural Club","Java, Machine Learning, C++, Data Science",0,Unknown,1.0,Consulting,3.81,Higher Studies,6.86,6.52,6.26,5.53,8.8,7.17,6.56,8.82,4,3
23.0,Male,CSE,7.16,1.0,72.53,Robotics,"Data Science, SQL, C++, Java, Python",0,Unknown,0.0,Unknown,0.0,Unknown,6.94,7.25,6.39,6.49,8.05,8.6,6.3,7.24,5,1
22.0,Male,CIVIL,7.66,1.0,64.73,Coding Club,"Machine Learning, SQL",0,Unknown,1.0,Core Engineering,15.93,Startup,6.46,8.24,6.41,7.08,7.83,7.45,8.35,9.49,2,1
23.0,Female,CSE,6.72,2.0,71.18,"Robotics, Coding Club, Cultural Club","Machine Learning, Python",0,Unknown,1.0,Consulting,6.93,Job,6.57,5.34,7.47,8.27,7.28,6.15,7.04,5.63,2,3
22.0,Female,CSE,7.07,0.0,87.41,"Literary Society, Entrepreneurship Cell","Web Development, Machine Learning",1,Higher Studies,1.0,Consulting,4.56,Research,5.71,7.23,6.85,6.64,6.17,7.91,8.73,7.3,2,2
23.0,Male,ECE,6.59,1.0,74.06,"Literary Society, Sports Club","Java, Machine Learning, SQL, Web Development",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.95,5.88,7.3,5.28,7.28,6.72,7.37,5.95,4,2
19.0,Male,ECE,7.74,0.0,92.89,Sports Club,"Java, C++, Web Development, Python",1,Research,0.0,Unknown,0.0,Unknown,6.16,8.1,6.53,7.68,6.2,9.65,7.7,9.88,4,1
